time,patch,S_visitor,S_resident_home,S_resident_away,I_visitor,I_resident_home,I_resident_away,P_visitor,P_resident_home,P_resident_away,incidence_resident,incidence_traveller
106,2,29,264,44,30,158,28,0,5,1,2,0
106,3,34,262,37,20,171,23,0,5,2,1,0
106,4,40,204,31,16,227,28,1,9,1,1,0
107,0,39,293,51,25,134,19,2,3,0,0,0
107,1,51,263,37,26,167,32,0,1,0,0,1
107,2,35,259,47,27,161,27,0,6,0,2,0
107,3,33,261,38,28,173,21,0,5,2,1,0
107,4,45,204,30,22,226,29,1,10,1,1,0
108,0,44,292,52,27,134,19,1,3,0,0,0
108,1,45,261,40,23,174,24,1,1,0,0,0
108,2,40,264,41,27,160,29,0,5,1,1,1
108,3,30,253,45,22,176,19,0,6,1,0,0
108,4,49,206,30,20,226,28,2,8,2,2,0
109,0,43,300,45,31,133,19,1,3,0,0,0
109,1,39,257,44,28,176,22,1,1,0,1,0
109,2,38,268,37,32,161,28,1,5,1,0,0
109,3,31,255,43,20,171,23,0,7,1,0,0
109,4,47,208,29,17,217,36,2,7,3,0,1
110,0,49,299,46,33,132,21,2,2,0,1,0
110,1,45,262,41,27,175,21,0,1,0,2,0
110,2,38,267,39,36,158,30,0,6,0,1,0
110,3,36,248,51,19,170,23,0,7,1,1,0
110,4,47,199,38,19,213,39,1,9,2,2,0
111,0,48,307,40,31,132,19,2,2,0,1,1
111,1,48,270,34,27,175,21,0,0,0,0,0
111,2,40,264,43,27,162,25,1,6,0,0,1
111,3,31,248,52,20,163,28,0,8,1,0,1
111,4,41,193,39,27,218,39,1,8,3,3,1
112,0,58,305,43,32,127,23,1,2,0,1,0
112,1,39,268,38,28,177,17,0,0,0,0,0
112,2,36,256,54,30,157,28,0,5,0,0,0
112,3,41,255,44,22,164,28,0,9,0,3,0
112,4,46,191,41,20,221,36,0,10,1,1,0
113,0,47,303,45,31,128,22,1,1,1,0,0
113,1,36,270,36,27,176,18,0,0,0,0,0
113,2,27,268,43,31,154,29,0,6,0,0,0
113,3,44,261,37,25,167,25,0,10,0,1,0
113,4,48,190,41,22,216,42,1,10,1,2,0
114,0,44,299,50,31,123,26,1,1,1,0,0
114,1,32,272,35,29,173,20,0,0,0,1,0
114,2,28,274,38,36,153,29,0,6,0,0,0
114,3,47,264,34,21,165,27,0,9,1,0,0
114,4,49,188,43,21,222,36,2,10,1,2,0
115,0,45,294,56,29,120,28,1,2,0,0,0
115,1,34,269,39,32,168,24,0,0,0,0,0
115,2,25,276,37,37,155,27,0,5,0,0,0
115,3,59,267,35,15,167,21,0,9,1,0,0
115,4,45,190,41,18,228,31,0,10,0,1,0
116,0,40,298,52,24,120,28,1,2,0,0,0
116,1,40,259,46,29,172,23,0,0,0,2,0
116,2,28,277,37,36,159,22,0,5,0,0,0
116,3,49,264,37,17,175,14,0,9,1,1,1
116,4,47,197,32,15,227,34,0,10,0,2,1
117,0,35,302,51,21,126,19,0,2,0,0,0
117,1,38,262,42,29,174,22,0,0,0,2,0
117,2,35,271,44,32,158,22,1,5,0,0,0
117,3,48,261,39,16,174,17,0,9,0,4,0
117,4,50,199,30,14,230,32,0,8,1,1,0
118,0,32,307,45,23,126,20,0,2,0,1,0
118,1,40,259,43,27,178,20,1,0,0,2,1
118,2,31,271,44,29,156,25,1,4,0,1,0
118,3,51,266,38,20,167,21,0,6,2,0,0
118,4,44,199,28,18,233,31,1,8,1,3,0
119,0,30,303,48,35,123,24,0,2,0,0,0
119,1,45,260,42,29,173,25,2,0,0,0,1
119,2,31,269,45,30,156,25,1,5,0,1,0
119,3,42,273,31,19,166,22,1,6,2,1,0
119,4,44,202,26,25,221,42,1,6,3,1,0
120,0,34,304,46,30,126,22,0,2,0,1,0
120,1,36,260,42,26,170,28,2,0,0,0,0
120,2,29,257,56,37,157,25,0,4,1,1,0
120,3,41,271,32,19,164,25,2,6,2,1,0
120,4,59,205,23,27,224,39,1,7,2,0,0
121,0,37,300,50,26,119,29,0,0,2,0,0
121,1,39,254,47,26,172,26,0,1,0,1,0
121,2,32,256,58,39,156,25,0,4,1,0,0
121,3,42,274,29,19,160,29,3,7,1,1,0
121,4,57,205,23,31,232,32,1,8,0,1,0
122,0,33,306,44,32,121,27,0,0,2,0,0
122,1,43,258,42,24,172,27,0,1,0,1,0
122,2,31,258,56,32,157,24,0,4,1,1,0
122,3,45,266,36,25,157,33,3,8,0,2,0
122,4,53,202,27,31,230,33,0,8,0,0,0
123,0,32,304,46,32,120,28,1,0,2,0,1
123,1,39,263,39,23,169,28,0,1,0,0,0
123,2,29,268,48,27,156,24,1,3,1,1,0
123,3,42,268,34,27,165,26,3,6,1,1,1
123,4,54,196,29,27,236,30,0,8,1,3,0
124,0,37,300,50,33,124,24,1,1,1,0,0
124,1,41,266,36,19,166,31,0,1,0,0,0
124,2,29,269,48,26,161,18,1,3,1,0,0
124,3,40,270,32,26,162,28,3,7,1,0,0
124,4,45,196,26,27,239,30,0,7,2,4,0
125,0,28,302,48,33,124,24,1,1,1,0,0
125,1,42,266,37,24,166,30,0,1,0,0,0
125,2,39,262,55,26,151,28,1,3,1,1,1
125,3,44,266,35,29,167,24,2,7,1,1,0
125,4,46,196,24,27,239,33,0,7,1,5,0
126,0,36,303,48,29,133,15,1,0,1,1,0
126,1,41,259,44,20,173,23,0,0,1,0,0
126,2,34,267,50,16,154,25,1,3,1,1,0
126,3,41,272,31,25,170,19,2,7,1,1,0
126,4,47,192,26,19,247,27,1,7,1,2,0
127,0,33,306,43,21,134,16,1,0,1,2,0
127,1,48,252,53,25,176,17,0,1,1,0,0
127,2,42,270,49,15,151,26,1,3,1,0,0
127,3,40,266,38,23,171,18,2,6,1,1,0
127,4,44,192,24,20,248,27,1,8,1,2,0
128,0,36,310,40,26,135,14,2,1,0,0,0
128,1,42,260,46,25,175,17,0,1,1,2,0
128,2,37,276,43,13,156,21,2,2,2,0,0
128,3,42,271,34,17,169,19,2,5,2,0,0
128,4,37,186,31,16,248,26,1,7,2,0,0
129,0,38,311,41,25,132,15,1,1,0,0,0
129,1,43,259,46,24,172,21,0,0,2,1,0
129,2,39,274,46,20,157,20,2,2,1,2,0
129,3,37,271,35,20,162,25,1,5,2,0,0
129,4,38,190,27,19,247,27,2,8,1,0,0
130,0,43,311,41,25,135,12,0,1,0,1,0
130,1,50,262,43,24,169,24,0,0,2,1,1
130,2,39,275,44,21,153,25,1,2,1,0,0
130,3,33,268,38,19,163,24,1,6,1,1,0
130,4,35,185,34,20,250,24,2,7,0,2,0
131,0,37,314,39,23,128,18,0,0,1,0,0
131,1,46,257,47,29,170,24,0,1,1,2,1
131,2,45,271,48,24,159,20,1,1,1,2,0
131,3,35,260,44,23,163,26,1,7,0,3,0
131,4,42,192,27,16,247,27,1,7,0,1,0
132,0,31,317,37,22,121,24,1,0,1,0,0
132,1,48,261,44,29,169,24,0,1,1,0,1
132,2,40,274,46,23,156,22,1,1,1,1,0
132,3,32,262,41,23,171,19,1,7,0,2,0
132,4,43,196,26,19,245,27,1,5,1,0,0
133,0,30,318,36,16,121,24,1,0,1,0,1
133,1,43,264,41,29,174,19,0,2,0,0,0
133,2,40,272,49,25,158,19,2,1,1,1,0
133,3,35,272,33,17,171,16,1,8,0,0,0
133,4,40,193,29,18,245,27,0,4,2,1,0
134,0,31,316,38,20,122,23,1,0,1,0,0
134,1,47,270,37,26,172,19,0,2,0,0,0
134,2,35,264,58,26,151,24,1,2,1,0,0
134,3,37,278,30,21,166,19,1,7,0,1,0
134,4,42,194,29,26,237,34,0,5,1,2,0
135,0,29,320,34,17,123,22,1,0,1,0,0
135,1,43,273,36,26,171,18,0,2,0,1,0
135,2,29,268,52,30,158,19,1,2,1,2,0
135,3,40,274,33,20,161,25,1,7,0,2,0
135,4,46,190,32,25,238,34,0,5,1,1,0
136,0,37,313,41,23,121,24,1,0,1,0,0
136,1,45,269,41,24,163,25,0,2,0,0,0
136,2,34,259,60,31,160,18,2,2,1,0,0
136,3,38,274,34,22,155,31,1,6,0,0,3
136,4,51,191,29,23,248,25,0,5,2,1,0
137,0,39,309,42,23,130,18,1,1,0,3,0
137,1,42,274,37,23,160,27,0,2,0,0,0
137,2,38,267,52,30,158,19,1,4,0,0,0
137,3,36,270,37,27,158,29,0,6,0,1,1
137,4,40,194,27,22,239,32,0,6,2,0,0
138,0,39,308,43,22,128,20,0,1,0,0,0
138,1,39,264,45,26,163,26,0,2,0,3,0
138,2,44,274,45,27,156,21,1,4,0,0,0
138,3,37,268,41,33,155,30,0,6,0,0,0
138,4,41,194,26,26,235,37,0,7,1,4,0
139,0,41,315,36,23,127,21,1,1,0,0,0
139,1,35,270,41,24,162,25,0,2,0,0,0
139,2,41,278,39,25,156,23,0,4,0,4,0
139,3,35,268,37,37,158,31,0,6,0,4,0
139,4,35,188,34,25,237,34,0,6,1,1,0
140,0,44,313,38,24,127,21,1,1,0,0,0
140,1,32,275,36,24,162,25,0,2,0,1,0
140,2,36,270,45,26,159,22,0,4,0,2,0
140,3,35,272,33,30,161,28,0,6,0,0,0
140,4,35,193,30,21,241,29,0,6,1,0,0
141,0,43,310,41,24,131,17,2,0,1,0,0
141,1,31,275,38,22,160,25,1,2,0,0,0
141,2,34,266,50,22,161,19,2,3,1,0,0
141,3,39,273,32,27,164,25,0,5,1,1,0
141,4,39,196,25,22,240,31,0,6,2,3,0
142,0,40,309,42,30,133,15,3,1,0,0,0
142,1,35,275,38,21,153,32,0,2,0,0,0
142,2,30,274,42,26,163,17,1,2,2,1,1
142,3,40,266,41,29,156,31,0,6,0,0,0
142,4,43,201,25,24,231,35,0,6,2,0,0
143,0,44,302,49,27,127,21,2,1,0,1,0
143,1,41,277,37,26,149,35,1,2,0,0,1
143,2,35,275,41,32,160,20,1,3,1,0,0
143,3,38,261,46,31,157,31,0,4,1,2,0
143,4,43,195,28,24,236,33,0,6,2,2,0
144,0,45,308,44,23,129,18,3,1,0,0,0
144,1,40,269,45,21,155,29,1,2,0,1,1
144,2,36,271,45,33,166,14,1,3,1,0,0
144,3,40,266,42,21,159,28,0,3,2,1,0
144,4,43,195,28,20,240,29,0,6,2,2,0
145,0,41,308,44,20,126,21,3,1,0,0,0
145,1,45,274,39,28,155,30,1,2,0,1,0
145,2,39,274,43,36,162,18,0,2,1,0,1
145,3,32,268,41,25,161,26,0,2,2,0,0
145,4,40,190,30,18,240,32,0,7,1,3,0
146,0,34,313,41,19,124,21,3,1,0,0,0
146,1,41,281,31,31,160,26,1,2,0,1,0
146,2,36,274,43,36,159,21,0,2,1,0,0
146,3,29,268,42,20,162,23,0,3,2,0,0
146,4,42,194,25,15,243,30,0,7,1,1,0
147,0,39,314,40,24,124,21,2,1,0,0,0
147,1,39,272,41,21,160,25,1,2,0,0,0
147,2,40,276,38,36,162,21,0,3,0,2,0
147,3,31,267,43,23,159,26,0,3,2,1,1
147,4,45,188,32,22,239,33,0,7,1,2,1
148,0,45,317,37,22,127,18,2,1,0,1,0
148,1,31,267,45,25,167,19,1,2,0,1,0
148,2,41,281,32,31,164,20,0,3,0,1,0
148,3,24,264,46,23,155,30,0,3,2,0,0
148,4,49,188,30,23,237,37,0,7,1,2,1
149,0,52,311,41,21,123,24,1,1,0,1,0
149,1,33,269,42,28,166,21,1,1,1,0,0
149,2,44,270,43,32,159,25,1,3,0,0,1
149,3,34,265,46,30,154,30,0,4,1,1,1
149,4,44,184,35,30,232,41,0,7,1,0,0
150,0,49,309,44,18,123,23,1,1,0,1,0
150,1,35,274,36,29,167,21,1,1,1,1,0
150,2,41,269,45,35,155,28,1,3,0,1,1
150,3,29,268,42,32,155,29,0,5,1,1,0
150,4,45,188,32,28,232,41,0,6,1,1,0
151,0,48,304,49,20,124,22,1,1,0,0,1
151,1,31,264,45,20,171,18,0,1,1,1,0
151,2,52,263,52,34,161,22,1,2,0,1,0
151,3,39,272,37,30,157,28,0,5,1,0,0
151,4,47,187,34,25,233,39,0,7,0,1,0
152,0,42,306,46,20,127,20,1,1,0,0,0
152,1,31,269,40,21,171,18,0,1,1,0,0
152,2,41,268,48,28,161,21,1,2,0,1,0
152,3,37,271,37,28,162,23,0,6,1,2,1
152,4,47,193,27,22,236,37,0,7,0,2,1
153,0,44,305,48,25,129,17,0,1,0,0,0
153,1,37,268,41,23,171,19,0,1,0,2,0
153,2,36,263,53,26,153,28,0,3,0,0,0
153,3,44,273,35,24,160,25,0,7,0,0,0
153,4,48,189,32,31,232,40,0,7,0,1,1
154,0,37,308,45,26,130,16,0,1,0,0,0
154,1,43,275,35,23,168,21,0,1,0,0,0
154,2,35,261,54,23,159,23,0,3,0,1,0
154,3,45,272,35,20,160,26,0,7,0,3,0
154,4,43,185,34,22,246,28,0,7,0,2,0
155,0,31,311,43,24,128,17,0,1,0,0,1
155,1,38,278,30,21,163,27,0,2,0,1,0
155,2,34,268,46,26,158,25,0,3,0,2,1
155,3,37,266,37,22,165,25,0,7,0,4,0
155,4,46,188,30,25,251,24,0,7,0,2,0
156,0,29,308,46,21,125,20,0,1,0,0,0
156,1,36,283,25,22,168,22,0,2,0,0,0
156,2,40,267,47,23,163,20,0,3,0,2,0
156,3,35,266,38,21,166,24,0,6,0,1,0
156,4,44,192,28,26,245,27,0,8,0,1,0
157,0,34,314,40,19,127,18,0,0,1,0,0
157,1,28,281,29,20,170,18,0,2,0,0,0
157,2,42,269,45,25,169,14,1,3,0,1,0
157,3,33,272,31,21,168,23,0,5,1,2,1
157,4,42,184,34,21,241,33,1,8,0,4,0
158,0,35,310,43,22,129,17,0,1,0,2,0
158,1,28,282,28,23,169,19,1,2,0,0,0
158,2,42,272,44,29,159,22,1,3,0,0,0
158,3,29,264,38,23,170,21,0,6,1,0,0
158,4,48,192,29,18,234,36,0,8,1,0,1
159,0,34,308,46,29,126,18,0,2,0,0,0
159,1,41,279,32,28,168,20,1,1,0,0,0
159,2,50,269,47,20,161,20,0,3,0,1,0
159,3,30,261,41,22,168,23,0,7,0,1,0
159,4,42,192,31,18,233,36,0,7,1,0,0
160,0,42,303,52,27,123,19,0,3,0,0,0
160,1,36,273,39,31,164,23,1,1,0,1,0
160,2,45,273,44,22,158,22,0,3,0,0,0
160,3,33,265,39,23,164,26,0,6,0,1,0
160,4,49,194,31,17,237,30,0,7,1,0,0
161,0,38,300,55,30,124,19,1,2,0,1,0
161,1,36,261,50,28,165,21,1,3,0,1,1
161,2,47,284,35,24,154,24,0,3,0,0,0
161,3,33,265,38,22,162,29,0,6,0,1,0
161,4,52,198,28,20,235,31,0,6,2,0,0
162,0,45,307,48,29,124,19,0,2,0,0,0
162,1,32,266,46,30,164,21,2,3,0,0,0
162,2,47,276,42,26,160,19,0,3,0,1,0
162,3,34,262,39,20,158,34,0,7,0,2,0
162,4,42,200,25,18,237,30,0,6,2,1,0
163,0,45,316,38,26,122,22,0,2,0,1,0
163,1,36,272,42,30,163,20,2,3,0,1,0
163,2,42,273,46,27,161,17,0,3,0,1,1
163,3,36,270,31,22,164,28,0,6,1,0,0
163,4,25,198,27,16,233,34,1,6,2,0,0
164,0,45,310,42,21,122,24,0,2,0,2,0
164,1,37,274,41,36,164,18,2,3,0,1,1
164,2,42,276,43,29,161,17,0,3,0,3,0
164,3,33,269,32,17,163,29,0,6,1,0,0
164,4,31,193,30,19,235,34,1,6,2,2,0
165,0,46,315,36,25,126,21,0,2,0,0,0
165,1,30,274,41,33,160,22,2,3,0,1,0
165,2,41,281,38,28,157,20,0,4,0,0,0
165,3,35,261,42,17,172,18,0,6,1,0,1
165,4,34,194,29,17,230,39,1,6,2,1,0
166,0,52,313,38,30,127,20,0,2,0,1,0
166,1,33,266,48,29,157,26,1,3,0,1,0
166,2,38,282,38,27,158,19,0,3,0,0,0
166,3,33,262,39,20,173,18,0,6,2,4,0
166,4,39,192,32,18,227,41,1,8,0,1,0
167,0,54,314,37,32,128,19,1,2,0,0,0
167,1,29,275,39,24,154,29,1,2,1,0,0
167,2,29,272,48,22,162,14,0,4,0,1,0
167,3,38,262,40,23,172,17,1,7,2,1,0
167,4,40,197,26,17,230,39,0,8,0,3,0
168,0,47,311,40,35,127,20,0,2,0,0,0
168,1,24,274,40,26,155,28,1,2,1,0,0
168,2,36,277,42,29,154,22,1,4,1,1,0
168,3,42,264,37,27,169,21,1,8,1,2,1
168,4,38,193,28,16,230,42,0,7,0,3,0
169,0,45,313,39,32,128,17,0,3,0,0,0
169,1,32,274,40,21,152,31,1,2,1,0,0
169,2,38,276,41,29,158,21,1,3,1,3,0
169,3,41,260,41,31,170,20,1,8,1,0,0
169,4,38,189,33,16,232,40,0,6,0,1,0
170,0,35,317,34,35,130,16,1,3,0,1,0
170,1,35,275,39,20,154,29,1,1,2,0,0
170,2,32,278,36,31,158,23,1,4,1,3,3
170,3,35,266,33,27,165,27,2,7,2,0,0
170,4,35,193,30,17,237,35,0,5,0,1,1
171,0,36,314,37,31,131,15,0,3,0,0,0
171,1,36,276,36,19,155,30,1,2,1,3,1
171,2,31,278,36,29,159,22,0,3,2,0,0
171,3,35,260,38,28,163,30,2,9,0,1,0
171,4,39,190,30,24,241,34,0,5,0,3,0
172,0,38,312,38,36,130,17,0,3,0,1,0
172,1,37,271,39,18,157,30,1,2,1,2,0
172,2,33,280,36,29,156,23,0,3,2,0,0
172,3,38,261,35,29,164,31,2,9,0,2,0
172,4,39,181,37,26,240,37,0,5,0,2,0
173,0,33,308,42,34,127,20,1,2,1,0,1
173,1,41,270,38,18,165,24,1,2,1,2,0
173,2,33,287,30,28,154,24,0,4,1,0,0
173,3,35,263,34,30,172,23,2,8,0,0,0
173,4,32,189,30,25,233,44,0,3,1,1,0
174,0,24,301,50,31,128,18,1,3,0,0,0
174,1,46,271,37,15,166,23,0,3,0,1,0
174,2,41,287,28,30,153,27,0,4,1,3,0
174,3,29,269,29,26,177,17,1,8,0,0,0
174,4,30,195,26,22,237,39,0,2,1,0,0
175,0,33,305,48,31,124,19,2,4,0,0,1
175,1,39,272,36,19,163,26,0,3,0,1,0
175,2,44,278,37,25,153,25,0,5,2,1,0
175,3,36,267,33,30,174,18,1,8,0,0,0
175,4,31,193,29,21,237,38,0,2,1,0,0
176,0,25,309,45,32,121,21,3,4,0,0,0
176,1,42,280,34,23,155,28,0,2,1,0,0
176,2,39,279,36,26,150,28,0,5,2,1,1
176,3,26,279,24,34,170,19,1,8,0,0,0
176,4,31,192,24,21,241,40,0,2,1,6,0
177,0,30,305,49,27,124,18,1,4,0,0,0
177,1,38,282,33,19,152,30,0,2,1,0,0
177,2,45,268,44,33,157,24,0,5,2,3,0
177,3,34,269,33,30,170,20,2,7,1,1,0
177,4,37,193,25,20,242,37,1,3,0,0,0
178,0,31,314,40,35,125,17,0,4,0,0,0
178,1,42,284,31,21,151,31,0,3,0,1,0
178,2,37,272,41,28,159,21,0,5,2,0,0
178,3,34,272,32,31,160,29,1,6,1,1,0
178,4,26,189,26,20,245,37,2,3,0,3,0
179,0,33,310,44,31,125,17,2,3,1,1,0
179,1,35,284,29,26,155,29,1,2,1,2,0
179,2,32,267,45,29,160,21,0,5,2,1,0
179,3,34,272,30,27,161,30,2,5,2,2,0
179,4,33,195,19,19,248,35,2,2,1,1,0
180,0,35,309,47,28,122,18,2,3,1,0,0
180,1,31,275,39,25,154,29,1,2,1,0,1
180,2,35,270,43,31,157,23,0,6,1,0,0
180,3,41,273,29,29,162,29,1,5,2,0,0
180,4,34,193,18,20,252,34,2,2,1,3,0
181,0,30,306,50,30,124,16,2,3,1,0,0
181,1,33,273,39,33,154,31,2,2,1,3,0
181,2,37,284,30,30,151,28,0,6,1,1,0
181,3,38,277,27,27,155,34,0,6,1,0,0
181,4,31,189,23,27,247,38,1,2,1,1,0
182,0,34,300,56,31,120,20,2,3,1,0,0
182,1,38,271,44,28,149,31,1,4,1,1,0
182,2,38,277,39,35,151,26,0,7,0,0,0
182,3,41,278,27,30,153,35,0,6,1,1,0
182,4,41,187,26,25,246,37,1,3,1,0,0
183,0,36,298,61,36,117,20,1,3,1,0,0
183,1,41,268,49,25,149,29,1,3,2,0,1
183,2,47,275,41,34,144,33,0,7,0,2,1
183,3,44,270,33,28,157,33,0,7,0,0,0
183,4,43,183,27,27,251,35,2,3,1,3,1
184,0,38,298,60,31,119,19,0,3,1,1,0
184,1,38,270,47,26,152,26,1,5,0,0,0
184,2,53,274,41,30,148,30,0,7,0,1,0
184,3,37,259,42,26,160,33,0,6,0,3,0
184,4,50,185,26,28,251,33,1,4,1,0,0
185,0,38,304,53,29,117,22,0,3,1,0,0
185,1,37,275,43,16,151,26,1,5,0,1,0
185,2,51,275,41,27,157,20,0,7,0,0,0
185,3,37,258,41,23,165,30,0,6,0,2,0
185,4,44,183,29,28,258,25,1,4,1,1,1
186,0,36,309,48,25,121,18,1,3,1,0,0
186,1,35,273,45,16,151,26,1,5,0,2,0
186,2,51,275,40,22,160,18,0,6,1,1,0
186,3,40,254,44,25,169,27,0,6,0,2,0
186,4,44,184,29,24,259,23,1,4,1,1,0
187,0,33,315,42,27,121,18,1,3,1,0,0
187,1,34,284,36,20,155,21,1,4,0,0,0
187,2,37,282,36,20,152,22,0,7,1,1,0
187,3,34,260,40,21,170,24,0,6,0,0,0
187,4,44,189,28,27,248,30,1,4,1,0,0
188,0,39,314,44,30,114,24,2,4,0,1,0
188,1,40,272,48,26,152,24,1,4,0,0,0
188,2,41,280,39,26,153,20,0,6,2,0,0
188,3,36,253,47,21,169,25,0,6,0,1,0
188,4,48,192,26,28,240,38,0,3,1,0,0
189,0,38,316,41,29,118,21,1,3,1,1,1
189,1,34,269,51,30,145,31,0,4,0,0,2
189,2,48,270,45,23,154,23,2,7,1,1,1
189,3,31,251,48,25,170,24,0,6,1,0,1
189,4,54,197,20,27,244,35,0,4,0,1,0
190,0,38,313,44,27,114,25,2,3,1,0,0
190,1,32,272,46,32,142,35,0,4,1,2,0
190,2,46,262,49,23,161,20,3,6,2,4,0
190,3,41,257,45,25,171,21,0,4,2,0,0
190,4,50,194,23,31,243,37,1,3,0,2,0
191,0,37,317,41,24,118,21,2,3,0,0,0
191,1,36,273,50,33,143,29,0,5,0,0,0
191,2,48,258,53,20,159,22,3,6,2,1,1
191,3,50,261,39,27,175,19,0,4,2,1,0
191,4,40,192,28,25,238,38,0,3,1,0,0
192,0,40,324,35,21,120,19,2,2,0,0,0
192,1,38,272,51,33,152,19,0,6,0,0,1
192,2,40,259,52,21,160,21,3,6,2,1,0
192,3,42,261,40,20,168,25,0,4,2,1,0
192,4,43,196,25,25,238,36,0,4,1,0,0
193,0,41,314,44,18,123,17,3,2,0,0,0
193,1,42,272,53,30,154,17,0,3,1,0,0
193,2,41,264,47,22,164,17,2,6,2,0,1
193,3,38,266,35,19,170,23,0,5,1,0,0
193,4,40,199,23,23,235,38,0,4,1,1,0
194,0,47,323,36,22,126,13,2,2,0,0,0
194,1,36,276,48,31,146,26,1,3,1,0,0
194,2,34,260,51,22,154,26,1,7,2,0,2
194,3,43,258,42,22,172,23,0,5,0,2,0
194,4,39,201,22,25,238,34,0,4,1,0,0
195,0,40,323,35,24,125,15,2,2,0,1,1
195,1,36,278,47,36,140,31,1,3,1,0,1
195,2,37,271,40,26,154,26,1,8,1,0,0
195,3,33,263,37,20,167,28,0,4,1,0,0
195,4,35,201,22,26,240,32,0,4,1,1,0
196,0,40,316,42,25,122,18,1,1,1,0,0
196,1,38,282,45,41,139,30,2,2,2,0,0
196,2,37,274,37,17,155,25,1,8,1,0,0
196,3,35,263,38,22,166,28,0,4,1,2,0
196,4,35,200,23,27,241,31,1,5,0,1,0
197,0,40,314,44,29,120,20,0,0,2,0,0
197,1,42,285,43,38,143,25,2,3,1,0,0
197,2,33,275,37,21,156,24,2,6,2,1,0
197,3,41,258,43,18,171,24,0,3,1,2,0
197,4,38,196,27,16,242,29,3,5,1,3,0
198,0,47,311,46,28,121,20,0,0,2,1,0
198,1,43,283,46,32,145,22,1,3,1,0,1
198,2,37,272,39,20,158,22,1,8,1,3,1
198,3,37,259,42,13,173,23,0,3,0,0,0
198,4,39,193,30,19,246,25,2,6,0,1,0
199,0,41,307,50,27,125,16,1,0,2,0,0
199,1,43,285,43,32,138,30,1,3,1,1,0
199,2,37,273,40,27,157,22,1,7,1,2,0
199,3,40,266,35,19,169,28,0,1,1,1,0
199,4,41,189,34,21,241,30,2,6,0,0,0
200,0,42,303,53,26,121,21,0,2,0,1,1
200,1,48,282,42,31,151,21,1,3,1,4,1
200,2,40,259,55,23,155,23,1,6,2,1,0
200,3,45,269,34,25,174,21,0,2,0,1,0
200,4,47,185,38,18,234,37,1,6,0,1,0
201,0,40,300,57,24,119,23,0,1,0,0,0
201,1,46,285,40,29,143,28,1,3,1,0,0
201,2,44,266,48,25,154,23,1,7,2,0,0
201,3,40,264,38,28,179,17,0,2,0,1,0
201,4,47,191,34,22,232,37,1,6,0,2,0
202,0,36,307,48,21,117,27,0,1,0,2,0
202,1,40,278,49,35,142,27,0,3,1,0,0
202,2,45,277,38,29,151,26,1,6,2,0,0
202,3,36,266,34,35,176,21,1,3,0,2,0
202,4,47,189,35,24,227,43,1,6,0,3,0
203,0,42,311,45,27,117,26,0,1,0,0,0
203,1,42,276,50,32,145,25,1,3,1,1,0
203,2,43,276,39,34,150,27,1,6,2,0,0
203,3,35,258,41,29,162,36,1,3,0,2,0
203,4,48,191,35,28,232,36,0,6,0,1,0
204,0,42,306,50,24,122,21,0,1,0,0,0
204,1,40,280,48,46,147,21,0,3,1,0,0
204,2,46,282,34,26,148,28,2,7,1,0,0
204,3,36,259,38,22,169,31,1,3,0,3,0
204,4,44,189,38,23,227,40,0,5,1,0,0
205,0,38,307,50,25,123,19,0,1,0,0,1
205,1,36,281,47,39,143,25,0,2,2,0,0
205,2,50,286,28,25,152,26,3,7,1,2,0
205,3,33,267,32,26,171,27,1,3,0,0,0
205,4,40,187,40,22,227,40,0,5,1,0,0
206,0,40,307,48,29,124,20,0,1,0,2,0
206,1,40,283,44,35,142,27,0,2,2,2,0
206,2,45,284,29,23,156,23,3,8,0,2,0
206,3,30,266,32,25,168,31,0,3,0,2,0
206,4,40,186,42,25,230,36,0,5,1,1,0
207,0,40,304,52,21,124,20,1,0,0,0,0
207,1,44,279,47,31,147,23,0,2,2,1,1
207,2,48,285,27,25,160,22,3,6,0,2,0
207,3,32,257,42,25,169,29,0,2,1,1,0
207,4,41,192,37,28,228,36,0,6,1,0,1
208,0,42,309,47,18,125,19,1,0,0,0,0
208,1,43,280,46,32,150,20,0,4,0,0,1
208,2,47,282,28,29,159,24,0,7,0,2,0
208,3,32,255,45,23,169,28,0,2,1,1,0
208,4,40,188,38,21,235,32,0,7,0,3,0
209,0,37,309,46,30,121,24,0,0,0,1,1
209,1,42,281,43,34,154,18,0,4,0,2,0
209,2,45,278,34,29,151,30,0,5,2,0,0
209,3,40,259,38,25,171,29,2,3,0,2,0
209,4,36,186,39,16,235,33,0,7,0,3,0
210,0,39,304,50,33,125,21,0,0,0,2,0
210,1,33,280,43,30,153,20,0,4,0,1,0
210,2,45,274,36,28,150,32,0,6,2,2,0
210,3,37,267,30,20,179,21,2,3,0,0,0
210,4,39,192,34,18,232,35,0,7,0,0,0
211,0,37,308,46,30,126,20,1,0,0,1,1
211,1,31,279,44,28,157,16,0,4,0,1,0
211,2,37,273,36,28,159,23,0,7,2,2,0
211,3,39,262,30,20,178,27,1,3,0,4,0
211,4,40,197,28,18,230,38,0,7,0,1,0
212,0,41,307,47,33,122,24,1,0,0,1,0
212,1,30,278,46,31,157,15,1,4,0,0,0
212,2,40,273,37,28,155,26,0,6,3,1,0
212,3,35,262,30,18,176,29,1,3,0,2,0
212,4,39,201,25,21,230,37,0,7,0,2,0
213,0,45,306,48,34,124,22,0,0,0,0,0
213,1,32,276,48,26,158,14,1,4,0,0,0
