time,state,patch1,patch2,patch3,patch4,patch5
168,Z,3.27521,7.85728,11.396,14.6721,25.363
169,M,92.5395,176.47,272.141,341.841,441.685
169,Y,10.3843,24.267,36.3851,46.5552,78.8849
169,Z,3.2419,7.86342,11.4403,14.6856,25.3346
170,M,89.5856,175.023,278.227,342.757,443.417
170,Y,10.3439,24.067,36.428,46.6925,78.7731
170,Z,3.22489,7.88931,11.4974,14.7421,25.2012
171,M,85.127,178.221,277.404,336.381,449.475
171,Y,10.2819,23.9304,36.5004,46.5828,78.8926
171,Z,3.22421,7.8816,11.4695,14.7644,25.0855
172,M,81.1143,188.299,269.464,335.143,445.927
172,Y,10.1692,23.9406,36.4535,46.4883,79.0672
172,Z,3.23767,7.90437,11.4597,14.7241,25.0567
173,M,81.1029,188.369,264.117,334.029,452.635
173,Y,10.0843,23.9793,36.2674,46.38,79.5304
173,Z,3.24724,7.93612,11.3971,14.6711,24.9956
174,M,81.9926,182.132,266.506,341.126,455.071
174,Y,10.0174,23.9756,36.0474,46.5445,79.8909
174,Z,3.27889,7.94157,11.4031,14.5953,25.0454
175,M,81.8933,182.819,263.255,342.113,456.364
175,Y,9.97733,23.9373,35.7643,46.7298,80.1998
175,Z,3.28488,7.89137,11.4039,14.5173,25.1247
176,M,81.804,182.537,265.73,351.102,446.728
176,Y,9.89574,23.9361,35.5218,47.0052,80.2659
176,Z,3.29543,7.85637,11.4204,14.4733,25.2113
177,M,81.7236,175.083,265.257,358.292,454.255
177,Y,9.81955,23.7474,35.302,47.3446,80.5628
177,Z,3.28913,7.79056,11.4177,14.5088,25.1414
178,M,90.6512,173.775,264.831,362.963,444.829
178,Y,9.8566,23.5135,35.3021,47.6782,80.4717
178,Z,3.26711,7.72949,11.4089,14.5612,25.0054
179,M,93.2861,177.997,270.748,367.166,452.547
179,Y,9.94562,23.3429,35.3844,47.8871,80.8362
179,Z,3.25615,7.64179,11.4524,14.6081,24.8468
180,M,93.8575,176.398,267.073,369.15,449.592
180,Y,10.0154,23.2731,35.4982,48.0536,80.9188
180,Z,3.2587,7.61524,11.418,14.6095,24.7549
181,M,94.3718,178.558,266.466,379.035,462.233
181,Y,10.0531,23.2872,35.5268,48.3314,81.3552
181,Z,3.24601,7.55248,11.4315,14.6526,24.7198
182,M,93.9346,177.802,271.319,373.531,463.709
182,Y,10.1173,23.3486,35.4279,48.3346,81.9385
182,Z,3.22658,7.50962,11.4542,14.6182,24.7573
183,M,94.4411,180.722,285.587,383.878,465.938
183,Y,10.1706,23.3454,35.6472,48.4671,82.3023
183,Z,3.19121,7.51281,11.4395,14.5885,24.8121
184,M,90.397,179.75,287.629,386.89,464.345
184,Y,10.1789,23.3079,35.716,48.7033,82.7049
184,Z,3.16457,7.52497,11.3811,14.5545,24.9575
185,M,89.4573,172.575,293.966,382.401,459.31
185,Y,10.1585,23.1983,35.8309,49.0592,82.8138
185,Z,3.14356,7.5238,11.3121,14.6062,25.0706
186,M,87.7116,174.217,281.669,388.261,459.279
186,Y,10.0889,23.0169,35.843,49.5113,83.1357
186,Z,3.13099,7.51177,11.2232,14.6643,25.1675
187,M,88.8404,173.896,285.902,383.635,457.451
187,Y,10.0328,22.8691,35.896,49.9531,83.3212
187,Z,3.10539,7.51139,11.1471,14.7507,25.1883
188,M,87.1564,170.906,281.612,377.672,464.806
188,Y,9.96606,22.7216,35.7937,50.1995,83.4522
188,Z,3.08148,7.45218,11.0781,14.8572,25.2815
189,M,89.2407,167.315,279.551,377.704,466.025
189,Y,9.90016,22.5883,35.7579,50.4554,83.4104
189,Z,3.09311,7.3788,11.0782,14.9619,25.2529
190,M,87.5167,166.784,286.696,370.534,460.823
190,Y,9.83684,22.483,35.8021,50.726,83.1185
190,Z,3.12104,7.32523,11.104,15.0275,25.3673
191,M,91.365,165.405,282.326,376.681,459.741
191,Y,9.80121,22.3572,35.942,50.9299,82.9898
191,Z,3.14294,7.30336,11.1397,15.0797,25.3932
192,M,93.9285,171.365,274.794,377.713,468.667
192,Y,9.79804,22.3216,35.9058,51.0885,83.1174
192,Z,3.15475,7.30778,11.1487,15.1669,25.5301
193,M,92.6357,168.628,283.314,377.741,460.5
193,Y,9.75859,22.3108,36.0779,51.0827,82.9246
193,Z,3.17492,7.32703,11.1176,15.1679,25.7132
194,M,93.2721,167.066,288.283,382.267,457.65
194,Y,9.74576,22.2661,36.3319,51.1434,82.6205
194,Z,3.19165,7.32604,11.1865,15.2095,25.8273
195,M,90.2449,162.959,295.454,392.64,459.585
195,Y,9.70673,22.1176,36.6169,51.4757,82.4516
195,Z,3.19424,7.31425,11.2081,15.2836,25.9537
196,M,91.1204,165.563,288.409,389.376,464.926
196,Y,9.69952,22.0075,36.7022,51.663,82.5251
196,Z,3.18785,7.27989,11.2441,15.3953,25.9878
197,M,94.6084,171.507,298.268,391.839,461.634
197,Y,9.742,22.001,36.7874,51.8629,82.5327
197,Z,3.16599,7.22294,11.2479,15.5372,26.0889
198,M,92.3475,168.756,290.941,392.255,461.37
198,Y,9.77051,21.9294,36.8577,52.064,82.3689
198,Z,3.14838,7.17657,11.2646,15.6758,26.1471
199,M,96.6128,172.581,301.447,383.629,455.733
199,Y,9.83872,21.8975,37.0711,52.0884,82.242
199,Z,3.12746,7.13028,11.2324,15.7531,26.1882
200,M,95.9515,171.522,300.102,386.666,466.86
200,Y,9.92504,21.7899,37.3236,52.1061,82.3547
200,Z,3.10677,7.08846,11.2212,15.8334,26.1751
201,M,98.0563,171.47,300.692,394.8,462.474
201,Y,10.0066,21.7802,37.5696,52.34,82.1916
201,Z,3.08691,7.05541,11.2351,15.9183,26.0835
202,M,91.8507,175.923,297.623,385.92,465.727
202,Y,9.99727,21.75,37.6607,52.6429,82.0486
202,Z,3.07572,7.01591,11.279,15.9823,26.0431
203,M,89.8656,172.731,304.761,383.328,459.654
203,Y,9.93524,21.7796,37.7741,52.9315,81.7829
203,Z,3.07473,7.00475,11.2676,16.0321,26.0831
204,M,89.8791,173.458,301.285,368.395,463.189
204,Y,9.88956,21.8119,37.9022,52.7228,81.728
204,Z,3.06235,7.00138,11.3216,16.0303,26.0226
205,M,100.691,176.812,300.856,359.456,467.27
205,Y,9.99709,22.0117,37.7905,52.3761,81.724
205,Z,3.05832,6.98732,11.4013,16.0493,25.9272
206,M,103.222,176.231,303.171,355.01,460.143
206,Y,10.1407,22.1119,37.7007,52.0414,81.6567
206,Z,3.04607,6.94073,11.4908,16.1536,25.8742
207,M,100.1,170.308,290.853,353.709,452.828
207,Y,10.2518,22.0485,37.5194,51.7126,81.552
207,Z,3.04381,6.9062,11.5175,16.2124,25.8973
208,M,99.9899,176.677,286.968,357.938,449.846
208,Y,10.3144,22.0914,37.3673,51.586,81.2817
208,Z,3.05714,6.90415,11.5443,16.2751,25.8997
209,M,98.0909,174.309,283.471,359.044,442.661
209,Y,10.322,22.1186,37.2609,51.4812,80.9561
209,Z,3.06609,6.88168,11.5663,16.3382,25.8482
210,M,96.3818,177.578,282.124,366.34,447.895
210,Y,10.3614,22.2378,37.1021,51.4135,80.803
210,Z,3.08749,6.87168,11.6333,16.3459,25.8084
211,M,95.7436,181.42,284.512,363.006,452.605
211,Y,10.4291,22.4066,36.991,51.2972,80.6045
211,Z,3.11458,6.83791,11.7125,16.3514,25.8438
212,M,93.3692,176.778,281.261,362.705,455.045
212,Y,10.4431,22.5174,37.0181,51.2138,80.3526
212,Z,3.14018,6.83487,11.7897,16.4248,25.7926
213,M,95.7323,176.201,274.735,365.135,468.04
213,Y,10.4741,22.6355,36.8805,51.1565,80.3951
213,Z,3.13725,6.82538,11.8183,16.5199,25.7477
214,M,94.2591,176.581,268.861,364.621,476.136
214,Y,10.4932,22.7142,36.7598,51.1134,80.6808
214,Z,3.11778,6.83468,11.8539,16.6105,25.6643
215,M,95.6332,182.322,278.875,368.659,481.623
215,Y,10.536,22.7823,36.7785,51.1491,81.2081
215,Z,3.10345,6.84481,11.8941,16.545,25.6471
216,M,95.0699,186.59,269.887,366.893,474.86
216,Y,10.5785,22.8821,36.6064,51.1892,81.6479
216,Z,3.13719,6.90752,11.8591,16.4362,25.6458
217,M,92.7629,183.231,266.299,364.404,476.874
217,Y,10.6178,22.9454,36.4209,51.2693,81.8386
217,Z,3.18225,6.93895,11.8309,16.3311,25.6247
218,M,91.5866,182.908,271.169,362.164,472.387
218,Y,10.6505,23.0155,36.1808,51.4095,81.8827
218,Z,3.21712,6.91906,11.774,16.228,25.5919
219,M,96.8279,190.717,261.152,362.847,462.048
219,Y,10.7471,23.2367,35.7757,51.6764,81.5258
219,Z,3.23676,6.93252,11.7262,16.1882,25.507
220,M,93.4451,184.246,261.137,376.962,459.043
220,Y,10.774,23.2886,35.4793,52.1954,81.2314
220,Z,3.23915,6.94104,11.6929,16.1554,25.4049
221,M,93.1006,183.821,263.823,366.266,451.839
221,Y,10.7889,23.3191,35.3361,52.4817,80.6523
221,Z,3.25153,6.97846,11.643,16.1341,25.3568
222,M,94.5906,186.139,264.441,366.54,446.255
222,Y,10.8282,23.3025,35.3406,52.5527,80.0038
222,Z,3.27275,7.03141,11.6082,16.0976,25.2945
223,M,90.5315,185.525,255.997,373.086,441.23
223,Y,10.7512,23.3397,35.2915,52.8231,79.3324
223,Z,3.27717,7.06621,11.6167,16.0714,25.2155
224,M,91.3784,187.673,255.597,371.777,442.107
224,Y,10.6668,23.3018,35.2941,53.0165,78.8613
224,Z,3.2869,7.10327,11.5735,16.0535,25.2288
225,M,88.5405,184.205,262.437,378.699,447.396
225,Y,10.5408,23.2071,35.3549,53.311,78.6125
225,Z,3.29288,7.12795,11.5356,16.0399,25.3185
226,M,87.7865,177.485,268.594,364.229,451.256
226,Y,10.4634,23.0485,35.4058,53.3229,78.3186
226,Z,3.30632,7.14932,11.5415,16.0511,25.484
227,M,88.9078,181.336,268.734,358.406,449.331
227,Y,10.4162,22.9736,35.3536,53.3009,78.2806
227,Z,3.31964,7.18065,11.4875,16.0637,25.622
228,M,88.117,181.203,272.461,358.566,459.298
228,Y,10.3608,22.9653,35.3503,53.3089,78.4059
228,Z,3.33198,7.20051,11.4293,16.0888,25.6818
229,M,86.5053,182.882,267.715,356.009,463.768
229,Y,10.2637,23.0344,35.2911,53.4172,78.3665
229,Z,3.34224,7.22252,11.3539,16.1328,25.6957
230,M,80.5548,175.394,267.943,359.108,456.091
230,Y,10.0698,23.04,35.1688,53.5502,78.3215
230,Z,3.37255,7.29191,11.2268,16.2166,25.5837
231,M,77.8993,179.455,273.549,361.897,450.082
231,Y,9.84034,23.0993,35.2762,53.6084,78.0347
231,Z,3.381,7.30821,11.1338,16.3795,25.4913
232,M,81.8094,174.109,274.094,352.708,447.374
232,Y,9.67804,23.0929,35.4126,53.5565,77.5282
232,Z,3.38566,7.31779,11.0888,16.4693,25.3096
233,M,83.5284,181.898,276.385,356.137,449.436
233,Y,9.54118,23.2207,35.4919,53.5901,77.306
233,Z,3.39802,7.31258,11.0903,16.4916,25.106
234,M,84.1756,178.108,272.146,362.823,438.693
234,Y,9.48413,23.2048,35.5908,53.5749,76.9439
234,Z,3.37383,7.32425,11.0749,16.5764,24.8954
235,M,83.858,172.898,276.432,357.141,444.324
235,Y,9.44466,23.0047,35.6752,53.4586,76.7212
235,Z,3.34735,7.31237,11.0756,16.6371,24.7475
236,M,84.4722,176.308,279.388,361.027,458.391
236,Y,9.41089,22.8663,35.7643,53.3871,76.9647
236,Z,3.30782,7.28264,11.0947,16.7296,24.6694
237,M,84.125,175.777,271.25,361.824,451.252
237,Y,9.3852,22.754,35.705,53.3743,76.943
237,Z,3.28354,7.23287,11.1107,16.7333,24.5772
238,M,87.4125,175.299,263.025,365.242,443.927
238,Y,9.39602,22.6694,35.5212,53.5781,76.7028
238,Z,3.26872,7.20937,11.0943,16.7264,24.5653
239,M,87.6713,180.269,261.922,375.518,446.334
239,Y,9.37588,22.6798,35.4754,53.9971,76.4931
239,Z,3.25132,7.20674,11.0933,16.7289,24.6046
240,M,93.3041,180.242,257.33,366.766,449.401
240,Y,9.47708,22.5962,35.3062,54.257,76.4122
240,Z,3.22085,7.22842,11.0747,16.7629,24.5922
241,M,92.0737,186.518,262.197,356.189,443.161
241,Y,9.55033,22.707,35.198,54.2789,76.1409
241,Z,3.16002,7.2302,11.0363,16.8046,24.5781
242,M,90.9664,179.566,255.777,359.27,436.645
242,Y,9.61427,22.6152,35.0171,54.4766,75.8745
242,Z,3.088,7.2488,11.07,16.8229,24.4881
243,M,89.9697,176.01,259,363.843,437.08
243,Y,9.66668,22.5275,34.886,54.7147,75.5558
243,Z,3.03707,7.24678,11.1128,16.8066,24.3292
244,M,84.5727,180.009,257.4,364.359,439.272
244,Y,9.63842,22.4617,34.7868,55.0238,75.2423
244,Z,2.99412,7.28689,11.1377,16.8171,24.2594
245,M,85.1155,177.308,264.96,364.823,443.045
245,Y,9.60208,22.332,34.6851,55.4976,75.136
245,Z,2.97622,7.2819,11.1688,16.8124,24.1458
246,M,82.9039,176.677,259.164,363.441,448.24
246,Y,9.55159,22.34,34.4441,55.7979,74.9803
246,Z,2.96383,7.21913,11.1953,16.7759,24.0759
247,M,82.7135,168.009,261.147,364.897,446.616
247,Y,9.545,22.1781,34.3299,55.9189,74.6972
247,Z,2.95324,7.1757,11.2232,16.7534,24.1523
248,M,83.4422,172.808,257.533,371.607,443.355
248,Y,9.52278,22.0732,34.243,56.096,74.4685
248,Z,2.94518,7.14045,11.2046,16.7494,24.1455
249,M,78.698,178.028,263.279,374.046,437.719
249,Y,9.4278,22.0729,34.2931,56.2699,74.1837
249,Z,2.94857,7.1139,11.1469,16.8134,24.0702
250,M,78.9282,176.425,263.051,387.942,441.647
250,Y,9.29846,22.1391,34.2077,56.7629,74.2815
250,Z,2.94225,7.11717,11.1325,16.9449,24.0043
251,M,84.5353,175.882,261.946,382.448,443.383
251,Y,9.27666,22.1949,34.029,57.0183,74.4781
251,Z,2.97401,7.09093,11.0795,17.0264,23.979
252,M,86.8818,173.594,277.152,381.103,444.944
252,Y,9.24353,22.1187,34.2585,57.1581,74.8477
252,Z,2.99699,7.12571,11.0455,17.0333,23.8938
253,M,81.7936,173.335,274.636,387.992,452.65
253,Y,9.17992,22.073,34.3245,57.4056,75.303
253,Z,3.01706,7.09689,10.9887,17.0953,23.8102
254,M,87.1143,175.801,271.473,379.793,470.385
254,Y,9.1771,22.1285,34.4122,57.3868,75.9906
254,Z,3.03351,7.06937,10.9476,17.1701,23.7102
255,M,89.2028,173.521,269.526,385.914,468.346
255,Y,9.21774,22.172,34.4352,57.4231,76.4588
255,Z,3.02464,7.04873,10.9165,17.267,23.6118
256,M,92.8826,174.169,269.573,382.423,463.812
256,Y,9.37779,22.2445,34.3736,57.2862,76.622
256,Z,3.01324,7.00802,10.8845,17.4157,23.5785
257,M,97.9943,176.552,273.216,380.18,461.531
257,Y,9.60529,22.3718,34.4335,57.0676,76.5852
257,Z,2.99739,7.01052,10.8089,17.51,23.5296
258,M,93.5949,171.497,281.894,379.062,452.278
258,Y,9.71991,22.3774,34.7529,57.1066,76.4562
258,Z,2.99532,6.95972,10.7731,17.548,23.4408
259,M,93.2354,174.147,285.205,384.356,441.25
259,Y,9.84208,22.3373,35.0512,57.3647,75.9524
259,Z,2.98835,6.92679,10.7458,17.6035,23.369
260,M,101.912,171.132,286.384,378.32,439.425
260,Y,10.0347,22.2792,35.3141,57.2555,75.6674
260,Z,2.95854,6.92671,10.7615,17.6581,23.2796
261,M,105.221,167.519,285.646,375.588,437.782
261,Y,10.2679,22.2053,35.3554,57.1165,75.4517
261,Z,2.91796,6.9475,10.7347,17.8128,23.3103
262,M,100.999,169.667,290.381,368.63,434.504
262,Y,10.3567,22.1903,35.5085,57.0859,75.0429
262,Z,2.91111,6.96501,10.6787,17.8929,23.372
263,M,98.9987,169.801,283.843,364.167,429.754
263,Y,10.4,22.0264,35.6358,57.0959,74.7237
263,Z,2.90072,6.94108,10.7507,17.9368,23.488
264,M,98.0989,163.621,281.559,363.75,437.178
264,Y,10.393,21.8433,35.7019,57.0292,74.5351
264,Z,2.88076,6.92674,10.7714,18.0145,23.6309
265,M,99.989,165.258,281.303,368.775,436.66
265,Y,10.4282,21.6856,35.7855,56.9661,74.4915
265,Z,2.87987,6.94416,10.7989,18.0086,23.8466
266,M,98.9901,164.933,280.173,360.697,446.094
266,Y,10.4827,21.5004,35.7882,56.7035,74.5948
266,Z,2.89263,6.95782,10.8061,18.02,23.9936
267,M,98.9911,174.539,281.855,348.928,451.885
267,Y,10.5331,21.4884,35.8288,56.2895,74.6933
267,Z,2.94285,6.98056,10.7868,17.977,24.0448
268,M,98.992,176.885,275.27,354.535,452.596
268,Y,10.579,21.5695,35.7104,55.875,74.7671
268,Z,3.01424,7.02051,10.8056,17.9084,24.0332
269,M,99.8928,173.597,268.443,349.681,449.637
269,Y,10.5883,21.6454,35.5832,55.4841,74.6238
269,Z,3.05021,7.02226,10.9058,17.9207,23.9928
270,M,105.203,174.237,263.199,345.313,446.073
270,Y,10.6743,21.6996,35.4113,55.1619,74.1899
270,Z,3.08855,7.00968,10.9994,18.0016,23.8347
271,M,103.683,178.413,267.479,344.982,450.066
271,Y,10.7178,21.8076,35.2913,54.8022,73.9453
271,Z,3.14898,6.99146,11.0819,17.9674,23.7452
272,M,97.8148,178.572,265.931,345.584,451.859
272,Y,10.6885,21.8773,35.0943,54.4842,73.8606
272,Z,3.22218,6.96826,11.0949,17.9238,23.6775
273,M,102.433,178.715,260.938,351.525,452.573
273,Y,10.7279,21.8624,34.8792,54.4534,74.0127
273,Z,3.25004,6.96355,11.1429,17.9142,23.5492
274,M,97.59,177.943,262.744,346.973,463.116
274,Y,10.6827,21.7564,34.8019,54.3207,74.4959
274,Z,3.26364,6.91212,11.1829,17.9173,23.4491
275,M,106.731,184.449,265.27,354.576,458.204
275,Y,10.7295,21.7611,34.8409,54.264,74.8714
275,Z,3.26144,6.85466,11.2036,17.8964,23.3899
276,M,102.358,185.804,262.143,357.818,460.084
276,Y,10.7313,21.7512,34.9041,54.3605,75.1583
276,Z,3.2725,6.80517,11.2299,17.8766,23.3762
277,M,103.822,178.924,258.428,358.936,464.476
277,Y,10.7391,21.7103,34.9302,54.2944,75.4377
277,Z,3.28959,6.74706,11.2307,17.7941,23.4086
278,M,106.04,177.231,259.586,360.843,461.228
278,Y,10.8164,21.7099,34.8366,54.3699,75.3681
278,Z,3.30541,6.74328,11.2434,17.6643,23.4395
279,M,104.436,177.508,257.027,374.258,455.605
279,Y,10.8633,21.7266,34.5181,54.6139,75.6191
279,Z,3.31981,6.76875,11.2063,17.5342,23.4627
280,M,106.592,186.757,254.724,376.432,445.145
280,Y,10.9425,21.8333,34.1929,54.8057,75.7398
280,Z,3.32273,6.79257,11.1664,17.4115,23.4177
281,M,108.533,182.482,255.352,366.689,453.73
281,Y,11.0657,21.8177,33.9024,54.8154,75.9262
281,Z,3.34972,6.80958,11.1124,17.3104,23.2816
282,M,105.78,184.934,259.517,370.52,459.657
282,Y,11.1508,21.8761,33.7877,54.6504,76.1316
282,Z,3.36337,6.84345,11.0748,17.1975,23.2048
283,M,102.402,180.84,260.565,370.368,464.091
283,Y,11.1758,21.83,33.7594,54.5019,76.5605
283,Z,3.35416,6.86532,11.013,17.0977,23.1783
284,M,98.4616,182.556,257.008,367.531,449.182
284,Y,11.1046,21.8551,33.7111,54.5758,76.3458
284,Z,3.36654,6.86065,10.9455,17.0881,23.226
285,M,101.215,185.001,263.708,357.778,458.264
285,Y,11.0528,21.9407,33.7072,54.4271,76.6625
285,Z,3.35236,6.8274,10.9212,17.0464,23.3776
286,M,102.794,188.1,255.337,358,452.038
286,Y,10.9858,22.1119,33.6067,54.348,76.7687
286,Z,3.36703,6.82886,10.9334,17.0286,23.4954
287,M,102.415,187.29,259.503,358.2,448.234
287,Y,10.9386,22.2043,33.6718,54.278,76.7539
287,Z,3.3676,6.82577,10.9533,17.0589,23.5855
288,M,101.173,183.861,259.653,359.28,453.811
288,Y,10.8549,22.2052,33.7647,54.4187,76.7437
288,Z,3.37004,6.81291,10.9615,17.0382,23.6732
289,M,100.056,185.275,261.588,353.952,444.429
289,Y,10.7962,22.2295,33.7018,54.5597,76.4894
289,Z,3.39431,6.8128,10.9321,17.0619,23.6513
290,M,99.0502,185.648,266.929,363.557,446.787
290,Y,10.7053,22.3203,33.7632,54.9558,76.2093
290,Z,3.40902,6.81805,10.8321,17.1384,23.7301
291,M,102.645,184.183,263.636,375.801,458.808
291,Y,10.7067,22.394,33.6669,55.4487,76.3029
291,Z,3.43386,6.85152,10.7301,17.1986,23.768
292,M,99.5807,175.665,259.772,367.921,453.427
292,Y,10.6861,22.3273,33.5101,55.8005,76.2214
292,Z,3.47252,6.84663,10.6389,17.2016,23.8265
293,M,101.323,174.298,256.295,365.329,453.084
293,Y,10.6628,22.202,33.3526,56.171,76.3545
293,Z,3.49923,6.86495,10.603,17.1499,23.8909
294,M,100.19,178.468,263.966,366.596,451.876
294,Y,10.6218,22.108,33.4762,56.6634,76.275
294,Z,3.50709,6.8505,10.5941,17.1033,24.0255
295,M,97.3713,170.522,267.269,368.637,457.088
295,Y,10.5532,21.8833,33.6056,57.1031,76.5447
295,Z,3.48473,6.85835,10.5789,17.1265,23.9581
296,M,96.6342,177.769,267.542,355.173,466.28
296,Y,10.4849,21.8112,33.8108,57.0012,76.9055
296,Z,3.46847,6.88522,10.5777,17.0798,24.0575
297,M,96.8707,184.292,265.988,346.656,460.152
297,Y,10.3958,21.9485,34.0277,56.6284,77.0839
297,Z,3.44747,6.93895,10.5462,17.055,24.0908
298,M,96.1837,180.263,263.689,357.89,453.736
298,Y,10.3353,22.0409,34.1462,56.3287,77.2215
298,Z,3.43265,6.96796,10.5666,17.033,24.0862
299,M,96.4653,178.437,259.82,353.601,426.363
299,Y,10.2257,22.0608,34.1835,56.129,77.0208
299,Z,3.40637,6.96822,10.5957,17.0772,24.083
300,M,98.5188,178.593,259.938,354.241,432.326
300,Y,10.1598,22.0974,34.2502,55.9451,76.7892
300,Z,3.38795,6.97586,10.576,17.1214,24.0032
301,M,98.5669,176.934,254.644,366.517,416.994
301,Y,10.1256,22.1325,34.1424,55.7251,76.353
301,Z,3.35943,7.00435,10.5952,17.2457,23.9153
302,M,97.7102,176.34,253.48,359.565,422.994
302,Y,10.1066,22.1325,34.0978,55.4276,75.9483
302,Z,3.35988,7.02747,10.565,17.4004,23.9447
303,M,97.8392,174.006,249.732,365.009,417.595
303,Y,10.0658,22.008,33.9498,55.3189,75.7637
303,Z,3.35342,7.00653,10.5158,17.5108,23.9191
304,M,95.2553,172.806,256.259,353.708,419.036
304,Y,9.97381,21.8727,33.8221,55.2363,75.6221
304,Z,3.3461,6.96722,10.4664,17.627,23.9609
305,M,94.7297,172.625,254.933,355.237,431.132
305,Y,9.9192,21.8138,33.7174,55.2016,75.4268
305,Z,3.33323,6.93772,10.5052,17.7816,23.9359
306,M,95.1568,167.063,259.14,361.113,438.419
306,Y,9.89279,21.6563,33.6337,55.1782,75.5806
306,Z,3.31171,6.86722,10.5458,17.9196,24.0205
307,M,102.741,166.556,263.826,361.002,446.777
307,Y,9.92554,21.5013,33.6726,55.2699,75.6923
307,Z,3.29028,6.8446,10.6102,17.8876,24.1338
308,M,99.667,161.601,261.743,364.502,437.199
308,Y,9.92792,21.2756,33.7054,55.3913,75.6406
308,Z,3.26231,6.88768,10.6783,17.7706,24.1897
309,M,92.4003,164.341,258.969,375.752,431.279
309,Y,9.85582,21.1198,33.6756,55.7154,75.5358
309,Z,3.24333,6.91668,10.7154,17.6765,24.2329
310,M,88.5603,164.107,263.672,376.876,436.751
310,Y,9.75456,21.0213,33.5825,56.1395,75.5262
310,Z,3.20893,6.92291,10.7271,17.6139,24.17
311,M,86.9042,171.996,259.805,371.589,434.476
311,Y,9.65905,21.0994,33.562,56.3769,75.4419
311,Z,3.18825,6.93438,10.7481,17.5562,24.0973
312,M,86.3138,178.196,260.824,364.13,432.429
312,Y,9.55925,21.2249,33.566,56.414,75.2944
312,Z,3.17752,6.9454,10.7142,17.4871,23.9604
313,M,83.9824,183.777,257.242,353.817,431.486
313,Y,9.45302,21.3705,33.4061,56.3492,75.327
313,Z,3.17155,6.94542,10.7003,17.3938,23.8334
314,M,91.7842,178.899,263.918,351.735,436.937
314,Y,9.43,21.5557,33.3359,56.2668,75.3458
314,Z,3.15874,6.90634,10.6538,17.3597,23.7754
315,M,88.9058,177.209,259.126,351.662,442.743
315,Y,9.42688,21.6499,33.1514,56.214,75.326
315,Z,3.12989,6.86387,10.6137,17.3337,23.731
316,M,86.3152,172.088,254.813,349.796,444.369
316,Y,9.38665,21.6075,33.0093,56.0612,75.3121
316,Z,3.11275,6.8454,10.5809,17.3229,23.6697
317,M,86.6837,174.679,250.932,356.216,442.232
317,Y,9.39855,21.6151,32.8218,56.0387,75.102
317,Z,3.10446,6.79596,10.5546,17.3155,23.718
318,M,85.2153,166.211,251.039,357.494,441.209
318,Y,9.37815,21.467,32.6924,56.1009,74.7235
318,Z,3.11474,6.74734,10.5668,17.3443,23.7531
319,M,83.8938,165.79,251.135,360.445,445.688
319,Y,9.34376,21.25,32.5225,56.2517,74.4472
319,Z,3.11549,6.6765,10.5771,17.3824,23.7368
320,M,83.6044,161.811,256.621,365.8,448.819
320,Y,9.30685,21.1049,32.4056,56.3936,74.251
320,Z,3.09286,6.62763,10.5678,17.4841,23.7039
321,M,86.044,169.03,250.759,363.42,438.137
321,Y,9.2962,21.1721,32.2695,56.296,74.0492
321,Z,3.06108,6.59671,10.5385,17.6172,23.7009
322,M,85.5396,169.227,258.083,354.978,431.224
322,Y,9.24025,21.243,32.2819,56.186,73.782
322,Z,3.03111,6.62122,10.5321,17.6917,23.6745
323,M,85.0856,173.004,253.875,361.781,425.901
323,Y,9.18432,21.2812,32.2598,56.053,73.6094
323,Z,2.99979,6.6606,10.5334,17.7033,23.6282
324,M,79.277,168.304,258.187,356.202,429.211
324,Y,9.05282,21.198,32.2282,55.8415,73.8051
324,Z,2.96646,6.70629,10.4832,17.683,23.6384
325,M,78.5493,168.574,261.169,353.882,423.19
325,Y,8.94769,21.2116,32.2291,55.6233,73.6347
325,Z,2.95923,6.76442,10.4612,17.6571,23.6443
326,M,80.5944,166.116,255.752,358.094,424.071
326,Y,8.87322,21.0947,32.327,55.6312,73.5311
326,Z,2.95826,6.79397,10.4033,17.6405,23.6381
327,M,80.635,168.405,250.877,360.985,423.064
327,Y,8.7736,21.0106,32.2971,55.82,73.4893
327,Z,2.94563,6.78066,10.3587,17.5926,23.6337
328,M,77.9715,167.764,253.689,365.386,423.058
328,Y,8.66251,20.9595,32.2622,55.9972,73.5247
328,Z,2.94936,6.78304,10.2998,17.5856,23.5678
329,M,78.2743,169.888,249.02,367.548,429.352
329,Y,8.57733,20.9309,32.1525,56.184,73.7317
329,Z,2.94296,6.73656,10.2592,17.6051,23.449
330,M,83.0469,173.599,249.318,364.993,426.917
330,Y,8.57801,20.9752,32.0885,56.1205,73.7461
330,Z,2.93217,6.66846,10.2059,17.6524,23.3623
331,M,86.4422,171.539,245.986,359.094,423.825
331,Y,8.63863,21.0178,31.9598,56.0229,73.6099
331,Z,2.92059,6.62296,10.1692,17.6969,23.3008
332,M,89.498,173.285,246.588,368.184,428.242
332,Y,8.73433,20.9751,31.9267,56.1083,73.6077
332,Z,2.91725,6.64404,10.1265,17.6663,23.2374
333,M,88.6482,171.257,257.929,353.866,442.118
333,Y,8.78132,20.9633,32.0428,55.7817,73.961
333,Z,2.89969,6.66629,10.1304,17.6318,23.1536
334,M,93.2834,167.631,255.536,353.579,444.706
334,Y,8.86333,20.9031,32.0619,55.4545,74.475
334,Z,2.88214,6.67827,10.1235,17.59,23.0994
